year,state,month,Number of Fires
2006,RIO DE JANEIRO,December,0
2007,RIO DE JANEIRO,January,0
2007,RIO DE JANEIRO,February,15
2007,RIO DE JANEIRO,March,27
2007,RIO DE JANEIRO,April,9
2007,RIO DE JANEIRO,May,2
2007,RIO DE JANEIRO,June,3
2007,RIO DE JANEIRO,July,15
2007,RIO DE JANEIRO,August,189
2007,RIO DE JANEIRO,September,223
2007,RIO DE JANEIRO,October,137
2007,RIO DE JANEIRO,November,1
2007,RIO DE JANEIRO,December,0
2008,RIO DE JANEIRO,January,1
2008,RIO DE JANEIRO,February,2
2008,RIO DE JANEIRO,March,2
2008,RIO DE JANEIRO,April,2
2008,RIO DE JANEIRO,May,0
2008,RIO DE JANEIRO,June,4
2008,RIO DE JANEIRO,July,14
2008,RIO DE JANEIRO,August,19
2008,RIO DE JANEIRO,September,132
2008,RIO DE JANEIRO,October,42
2008,RIO DE JANEIRO,November,0
2008,RIO DE JANEIRO,December,6
2009,RIO DE JANEIRO,January,3
2009,RIO DE JANEIRO,February,5
2009,RIO DE JANEIRO,March,5
2009,RIO DE JANEIRO,April,1
2009,RIO DE JANEIRO,May,37
2009,RIO DE JANEIRO,June,33
2009,RIO DE JANEIRO,July,56
2009,RIO DE JANEIRO,August,91
2009,RIO DE JANEIRO,September,90
2009,RIO DE JANEIRO,October,18
2009,RIO DE JANEIRO,November,27
2009,RIO DE JANEIRO,December,1
2010,RIO DE JANEIRO,January,13
2010,RIO DE JANEIRO,February,73
2010,RIO DE JANEIRO,March,10
2010,RIO DE JANEIRO,April,10
2010,RIO DE JANEIRO,May,6
2010,RIO DE JANEIRO,June,7
2010,RIO DE JANEIRO,July,55
2010,RIO DE JANEIRO,August,316
2010,RIO DE JANEIRO,September,353
2010,RIO DE JANEIRO,October,35
2010,RIO DE JANEIRO,November,23
2010,RIO DE JANEIRO,December,10
2011,RIO DE JANEIRO,January,10
2011,RIO DE JANEIRO,February,36
2011,RIO DE JANEIRO,March,7
2011,RIO DE JANEIRO,April,12
2011,RIO DE JANEIRO,May,17
2011,RIO DE JANEIRO,June,33
2011,RIO DE JANEIRO,July,121
2011,RIO DE JANEIRO,August,250
2011,RIO DE JANEIRO,September,510
2011,RIO DE JANEIRO,October,114
2011,RIO DE JANEIRO,November,20
2011,RIO DE JANEIRO,December,3
2012,RIO DE JANEIRO,January,12
2012,RIO DE JANEIRO,February,11
2012,RIO DE JANEIRO,March,20
2012,RIO DE JANEIRO,April,12
2012,RIO DE JANEIRO,May,18
2012,RIO DE JANEIRO,June,14
2012,RIO DE JANEIRO,July,50
2012,RIO DE JANEIRO,August,72
2012,RIO DE JANEIRO,September,172
2012,RIO DE JANEIRO,October,163
2012,RIO DE JANEIRO,November,13
2012,RIO DE JANEIRO,December,18
2013,RIO DE JANEIRO,January,9
2013,RIO DE JANEIRO,February,12
2013,RIO DE JANEIRO,March,9
2013,RIO DE JANEIRO,April,9
2013,RIO DE JANEIRO,May,16
2013,RIO DE JANEIRO,June,17
2013,RIO DE JANEIRO,July,58
2013,RIO DE JANEIRO,August,74
2013,RIO DE JANEIRO,September,117
2013,RIO DE JANEIRO,October,44
2013,RIO DE JANEIRO,November,28
2013,RIO DE JANEIRO,December,12
2014,RIO DE JANEIRO,January,35
2014,RIO DE JANEIRO,February,116
2014,RIO DE JANEIRO,March,38
2014,RIO DE JANEIRO,April,25
2014,RIO DE JANEIRO,May,20
2014,RIO DE JANEIRO,June,54
2014,RIO DE JANEIRO,July,62
2014,RIO DE JANEIRO,August,199
2014,RIO DE JANEIRO,September,318
2014,RIO DE JANEIRO,October,500
2014,RIO DE JANEIRO,November,36
2014,RIO DE JANEIRO,December,25
2015,RIO DE JANEIRO,January,97
2015,RIO DE JANEIRO,February,36
2015,RIO DE JANEIRO,March,23
2015,RIO DE JANEIRO,April,24
2015,RIO DE JANEIRO,May,21
2015,RIO DE JANEIRO,June,33
2015,RIO DE JANEIRO,July,74
2015,RIO DE JANEIRO,August,158
2015,RIO DE JANEIRO,September,85
2015,RIO DE JANEIRO,October,96
2015,RIO DE JANEIRO,November,6
2015,RIO DE JANEIRO,December,11
2016,RIO DE JANEIRO,January,9
2016,RIO DE JANEIRO,February,16
2016,RIO DE JANEIRO,March,16
2016,RIO DE JANEIRO,April,45
2016,RIO DE JANEIRO,May,30
2016,RIO DE JANEIRO,June,37
2016,RIO DE JANEIRO,July,131
2016,RIO DE JANEIRO,August,241
2016,RIO DE JANEIRO,September,195
2016,RIO DE JANEIRO,October,30
2016,RIO DE JANEIRO,November,19
2016,RIO DE JANEIRO,December,5
2017,RIO DE JANEIRO,January,15
2017,RIO DE JANEIRO,February,34
2017,RIO DE JANEIRO,March,10
2017,RIO DE JANEIRO,April,12
2017,RIO DE JANEIRO,May,15
2017,RIO DE JANEIRO,June,68
2017,RIO DE JANEIRO,July,70
2017,RIO DE JANEIRO,August,164
2017,RIO DE JANEIRO,September,728
2017,RIO DE JANEIRO,October,238
2017,RIO DE JANEIRO,November,43
1998,RIO GRANDE DO NORTE,January,0
1998,RIO GRANDE DO NORTE,February,0
1998,RIO GRANDE DO NORTE,March,0
1998,RIO GRANDE DO NORTE,April,0
1998,RIO GRANDE DO NORTE,May,0
1998,RIO GRANDE DO NORTE,June,1
1998,RIO GRANDE DO NORTE,July,5
1998,RIO GRANDE DO NORTE,August,4
1998,RIO GRANDE DO NORTE,September,51
1998,RIO GRANDE DO NORTE,October,55
1998,RIO GRANDE DO NORTE,November,41
1998,RIO GRANDE DO NORTE,December,19
1999,RIO GRANDE DO NORTE,January,32
1999,RIO GRANDE DO NORTE,February,11
1999,RIO GRANDE DO NORTE,March,9
1999,RIO GRANDE DO NORTE,April,21
1999,RIO GRANDE DO NORTE,May,1
1999,RIO GRANDE DO NORTE,June,4
1999,RIO GRANDE DO NORTE,July,7
1999,RIO GRANDE DO NORTE,August,40
1999,RIO GRANDE DO NORTE,September,35
1999,RIO GRANDE DO NORTE,October,40
1999,RIO GRANDE DO NORTE,November,62
1999,RIO GRANDE DO NORTE,December,29
2000,RIO GRANDE DO NORTE,January,1
2000,RIO GRANDE DO NORTE,February,7
2000,RIO GRANDE DO NORTE,March,11
2000,RIO GRANDE DO NORTE,April,16
2000,RIO GRANDE DO NORTE,May,3
2000,RIO GRANDE DO NORTE,June,8
2000,RIO GRANDE DO NORTE,July,5
2000,RIO GRANDE DO NORTE,August,29
2000,RIO GRANDE DO NORTE,September,17
2000,RIO GRANDE DO NORTE,October,28
2000,RIO GRANDE DO NORTE,November,9
2000,RIO GRANDE DO NORTE,December,11
2001,RIO GRANDE DO NORTE,January,2
2001,RIO GRANDE DO NORTE,February,0
2001,RIO GRANDE DO NORTE,March,0
2001,RIO GRANDE DO NORTE,April,10
2001,RIO GRANDE DO NORTE,May,56
2001,RIO GRANDE DO NORTE,June,13
2001,RIO GRANDE DO NORTE,July,25
2001,RIO GRANDE DO NORTE,August,55
2001,RIO GRANDE DO NORTE,September,45
2001,RIO GRANDE DO NORTE,October,34
2001,RIO GRANDE DO NORTE,November,41
2001,RIO GRANDE DO NORTE,December,20
2002,RIO GRANDE DO NORTE,January,4
2002,RIO GRANDE DO NORTE,February,18
2002,RIO GRANDE DO NORTE,March,3
2002,RIO GRANDE DO NORTE,April,0
2002,RIO GRANDE DO NORTE,May,6
2002,RIO GRANDE DO NORTE,June,1
2002,RIO GRANDE DO NORTE,July,7
2002,RIO GRANDE DO NORTE,August,48
2002,RIO GRANDE DO NORTE,September,52
2002,RIO GRANDE DO NORTE,October,140
2002,RIO GRANDE DO NORTE,November,178
2002,RIO GRANDE DO NORTE,December,222
2003,RIO GRANDE DO NORTE,January,113
2003,RIO GRANDE DO NORTE,February,9
2003,RIO GRANDE DO NORTE,March,1
2003,RIO GRANDE DO NORTE,April,2
2003,RIO GRANDE DO NORTE,May,0
2003,RIO GRANDE DO NORTE,June,1
2003,RIO GRANDE DO NORTE,July,7
2003,RIO GRANDE DO NORTE,August,97
2003,RIO GRANDE DO NORTE,September,112
2003,RIO GRANDE DO NORTE,October,276
2003,RIO GRANDE DO NORTE,November,366
2003,RIO GRANDE DO NORTE,December,278
2004,RIO GRANDE DO NORTE,January,44
2004,RIO GRANDE DO NORTE,February,5
2004,RIO GRANDE DO NORTE,March,1
2004,RIO GRANDE DO NORTE,April,3
2004,RIO GRANDE DO NORTE,May,2
2004,RIO GRANDE DO NORTE,June,2
2004,RIO GRANDE DO NORTE,July,5
2004,RIO GRANDE DO NORTE,August,15
2004,RIO GRANDE DO NORTE,September,47
2004,RIO GRANDE DO NORTE,October,89
2004,RIO GRANDE DO NORTE,November,164
2004,RIO GRANDE DO NORTE,December,284
2005,RIO GRANDE DO NORTE,January,153
2005,RIO GRANDE DO NORTE,February,42
2005,RIO GRANDE DO NORTE,March,15
2005,RIO GRANDE DO NORTE,April,2
2005,RIO GRANDE DO NORTE,May,3
2005,RIO GRANDE DO NORTE,June,0
2005,RIO GRANDE DO NORTE,July,2
2005,RIO GRANDE DO NORTE,August,9
2005,RIO GRANDE DO NORTE,September,37
2005,RIO GRANDE DO NORTE,October,168
2005,RIO GRANDE DO NORTE,November,249
2005,RIO GRANDE DO NORTE,December,149
2006,RIO GRANDE DO NORTE,January,93
2006,RIO GRANDE DO NORTE,February,21
2006,RIO GRANDE DO NORTE,March,8
2006,RIO GRANDE DO NORTE,April,2
2006,RIO GRANDE DO NORTE,May,0
2006,RIO GRANDE DO NORTE,June,0
2006,RIO GRANDE DO NORTE,July,0
2006,RIO GRANDE DO NORTE,August,13
2006,RIO GRANDE DO NORTE,September,50
2006,RIO GRANDE DO NORTE,October,85
2006,RIO GRANDE DO NORTE,November,148
2006,RIO GRANDE DO NORTE,December,101
2007,RIO GRANDE DO NORTE,January,63
2007,RIO GRANDE DO NORTE,February,9
2007,RIO GRANDE DO NORTE,March,7
2007,RIO GRANDE DO NORTE,April,1
2007,RIO GRANDE DO NORTE,May,2
2007,RIO GRANDE DO NORTE,June,0
2007,RIO GRANDE DO NORTE,July,7
2007,RIO GRANDE DO NORTE,August,26
2007,RIO GRANDE DO NORTE,September,50
2007,RIO GRANDE DO NORTE,October,88
2007,RIO GRANDE DO NORTE,November,130
2007,RIO GRANDE DO NORTE,December,80
2008,RIO GRANDE DO NORTE,January,70
2008,RIO GRANDE DO NORTE,February,25
2008,RIO GRANDE DO NORTE,March,3
2008,RIO GRANDE DO NORTE,April,0
2008,RIO GRANDE DO NORTE,May,0
2008,RIO GRANDE DO NORTE,June,0
2008,RIO GRANDE DO NORTE,July,0
2008,RIO GRANDE DO NORTE,August,2
2008,RIO GRANDE DO NORTE,September,17
2008,RIO GRANDE DO NORTE,October,53
2008,RIO GRANDE DO NORTE,November,82
2008,RIO GRANDE DO NORTE,December,126
2009,RIO GRANDE DO NORTE,January,110
2009,RIO GRANDE DO NORTE,February,8
2009,RIO GRANDE DO NORTE,March,2
2009,RIO GRANDE DO NORTE,April,1
2009,RIO GRANDE DO NORTE,May,0
2009,RIO GRANDE DO NORTE,June,0
2009,RIO GRANDE DO NORTE,July,0
2009,RIO GRANDE DO NORTE,August,1
2009,RIO GRANDE DO NORTE,September,29
2009,RIO GRANDE DO NORTE,October,84
2009,RIO GRANDE DO NORTE,November,172
2009,RIO GRANDE DO NORTE,December,221
2010,RIO GRANDE DO NORTE,January,32
2010,RIO GRANDE DO NORTE,February,12
2010,RIO GRANDE DO NORTE,March,23
2010,RIO GRANDE DO NORTE,April,7
2010,RIO GRANDE DO NORTE,May,3
2010,RIO GRANDE DO NORTE,June,1
2010,RIO GRANDE DO NORTE,July,7
2010,RIO GRANDE DO NORTE,August,24
2010,RIO GRANDE DO NORTE,September,50
2010,RIO GRANDE DO NORTE,October,111
2010,RIO GRANDE DO NORTE,November,212
2010,RIO GRANDE DO NORTE,December,54
2011,RIO GRANDE DO NORTE,January,15
2011,RIO GRANDE DO NORTE,February,5
2011,RIO GRANDE DO NORTE,March,3
2011,RIO GRANDE DO NORTE,April,0
2011,RIO GRANDE DO NORTE,May,0
2011,RIO GRANDE DO NORTE,June,1
2011,RIO GRANDE DO NORTE,July,0
2011,RIO GRANDE DO NORTE,August,10
2011,RIO GRANDE DO NORTE,September,22
2011,RIO GRANDE DO NORTE,October,76
2011,RIO GRANDE DO NORTE,November,144
2011,RIO GRANDE DO NORTE,December,125
2012,RIO GRANDE DO NORTE,January,72
2012,RIO GRANDE DO NORTE,February,13
2012,RIO GRANDE DO NORTE,March,2
2012,RIO GRANDE DO NORTE,April,4
2012,RIO GRANDE DO NORTE,May,14
2012,RIO GRANDE DO NORTE,June,5
2012,RIO GRANDE DO NORTE,July,3
2012,RIO GRANDE DO NORTE,August,23
2012,RIO GRANDE DO NORTE,September,41
2012,RIO GRANDE DO NORTE,October,74
2012,RIO GRANDE DO NORTE,November,69
2012,RIO GRANDE DO NORTE,December,75
2013,RIO GRANDE DO NORTE,January,25
2013,RIO GRANDE DO NORTE,February,24
2013,RIO GRANDE DO NORTE,March,6
2013,RIO GRANDE DO NORTE,April,7
2013,RIO GRANDE DO NORTE,May,2
2013,RIO GRANDE DO NORTE,June,1
2013,RIO GRANDE DO NORTE,July,0
2013,RIO GRANDE DO NORTE,August,2
2013,RIO GRANDE DO NORTE,September,7
2013,RIO GRANDE DO NORTE,October,71
2013,RIO GRANDE DO NORTE,November,77
2013,RIO GRANDE DO NORTE,December,46
2014,RIO GRANDE DO NORTE,January,34
2014,RIO GRANDE DO NORTE,February,8
2014,RIO GRANDE DO NORTE,March,6
2014,RIO GRANDE DO NORTE,April,2
2014,RIO GRANDE DO NORTE,May,2
2014,RIO GRANDE DO NORTE,June,2
2014,RIO GRANDE DO NORTE,July,2
2014,RIO GRANDE DO NORTE,August,21
2014,RIO GRANDE DO NORTE,September,30
2014,RIO GRANDE DO NORTE,October,75
2014,RIO GRANDE DO NORTE,November,124
2014,RIO GRANDE DO NORTE,December,47
2015,RIO GRANDE DO NORTE,January,45
2015,RIO GRANDE DO NORTE,February,15
2015,RIO GRANDE DO NORTE,March,3
2015,RIO GRANDE DO NORTE,April,4
2015,RIO GRANDE DO NORTE,May,4
2015,RIO GRANDE DO NORTE,June,5
2015,RIO GRANDE DO NORTE,July,3
2015,RIO GRANDE DO NORTE,August,16
2015,RIO GRANDE DO NORTE,September,36
2015,RIO GRANDE DO NORTE,October,129
2015,RIO GRANDE DO NORTE,November,105
2015,RIO GRANDE DO NORTE,December,74
2016,RIO GRANDE DO NORTE,January,15
2016,RIO GRANDE DO NORTE,February,2
2016,RIO GRANDE DO NORTE,March,1
2016,RIO GRANDE DO NORTE,April,0
2016,RIO GRANDE DO NORTE,May,1
2016,RIO GRANDE DO NORTE,June,4
2016,RIO GRANDE DO NORTE,July,13
2016,RIO GRANDE DO NORTE,August,24
2016,RIO GRANDE DO NORTE,September,44
2016,RIO GRANDE DO NORTE,October,129
2016,RIO GRANDE DO NORTE,November,93
2016,RIO GRANDE DO NORTE,December,75
2017,RIO GRANDE DO NORTE,January,28
2017,RIO GRANDE DO NORTE,February,10
2017,RIO GRANDE DO NORTE,March,3
2017,RIO GRANDE DO NORTE,April,6
2017,RIO GRANDE DO NORTE,May,2
2017,RIO GRANDE DO NORTE,June,3
2017,RIO GRANDE DO NORTE,July,4
2017,RIO GRANDE DO NORTE,August,21
2017,RIO GRANDE DO NORTE,September,48
2017,RIO GRANDE DO NORTE,October,85
2017,RIO GRANDE DO NORTE,November,89
1998,RIO GRANDE DO SUL,January,0
1998,RIO GRANDE DO SUL,February,0
1998,RIO GRANDE DO SUL,March,0
1998,RIO GRANDE DO SUL,April,0
1998,RIO GRANDE DO SUL,May,0
1998,RIO GRANDE DO SUL,June,0
1998,RIO GRANDE DO SUL,July,0
1998,RIO GRANDE DO SUL,August,9
1998,RIO GRANDE DO SUL,September,60
1998,RIO GRANDE DO SUL,October,169
1998,RIO GRANDE DO SUL,November,28
1998,RIO GRANDE DO SUL,December,605
1999,RIO GRANDE DO SUL,January,63
1999,RIO GRANDE DO SUL,February,35
1999,RIO GRANDE DO SUL,March,38
1999,RIO GRANDE DO SUL,April,12
1999,RIO GRANDE DO SUL,May,13
1999,RIO GRANDE DO SUL,June,9
1999,RIO GRANDE DO SUL,July,10
1999,RIO GRANDE DO SUL,August,24
1999,RIO GRANDE DO SUL,September,19
1999,RIO GRANDE DO SUL,October,56
1999,RIO GRANDE DO SUL,November,103
1999,RIO GRANDE DO SUL,December,1110
2000,RIO GRANDE DO SUL,January,126
2000,RIO GRANDE DO SUL,February,43
2000,RIO GRANDE DO SUL,March,51
2000,RIO GRANDE DO SUL,April,1
2000,RIO GRANDE DO SUL,May,4
2000,RIO GRANDE DO SUL,June,0
2000,RIO GRANDE DO SUL,July,6
2000,RIO GRANDE DO SUL,August,18
2000,RIO GRANDE DO SUL,September,27
2000,RIO GRANDE DO SUL,October,10
2000,RIO GRANDE DO SUL,November,18
2000,RIO GRANDE DO SUL,December,80
2001,RIO GRANDE DO SUL,January,12
2001,RIO GRANDE DO SUL,February,32
2001,RIO GRANDE DO SUL,March,11
2001,RIO GRANDE DO SUL,April,3
2001,RIO GRANDE DO SUL,May,4
2001,RIO GRANDE DO SUL,June,1
2001,RIO GRANDE DO SUL,July,6
2001,RIO GRANDE DO SUL,August,36
2001,RIO GRANDE DO SUL,September,2
2001,RIO GRANDE DO SUL,October,13
2001,RIO GRANDE DO SUL,November,49
2001,RIO GRANDE DO SUL,December,80
2002,RIO GRANDE DO SUL,January,265
2002,RIO GRANDE DO SUL,February,38
2002,RIO GRANDE DO SUL,March,26
2002,RIO GRANDE DO SUL,April,6
2002,RIO GRANDE DO SUL,May,7
2002,RIO GRANDE DO SUL,June,4
2002,RIO GRANDE DO SUL,July,93
2002,RIO GRANDE DO SUL,August,824
2002,RIO GRANDE DO SUL,September,226
2002,RIO GRANDE DO SUL,October,10
2002,RIO GRANDE DO SUL,November,117
2002,RIO GRANDE DO SUL,December,45
2003,RIO GRANDE DO SUL,January,58
2003,RIO GRANDE DO SUL,February,13
2003,RIO GRANDE DO SUL,March,27
2003,RIO GRANDE DO SUL,April,30
2003,RIO GRANDE DO SUL,May,18
2003,RIO GRANDE DO SUL,June,14
2003,RIO GRANDE DO SUL,July,55
2003,RIO GRANDE DO SUL,August,1419
2003,RIO GRANDE DO SUL,September,828
2003,RIO GRANDE DO SUL,October,360
2003,RIO GRANDE DO SUL,November,121
2003,RIO GRANDE DO SUL,December,98
2004,RIO GRANDE DO SUL,January,70
2004,RIO GRANDE DO SUL,February,52
2004,RIO GRANDE DO SUL,March,149
2004,RIO GRANDE DO SUL,April,98
2004,RIO GRANDE DO SUL,May,4
2004,RIO GRANDE DO SUL,June,52
2004,RIO GRANDE DO SUL,July,156
2004,RIO GRANDE DO SUL,August,403
2004,RIO GRANDE DO SUL,September,431
2004,RIO GRANDE DO SUL,October,680
2004,RIO GRANDE DO SUL,November,161
2004,RIO GRANDE DO SUL,December,99
2005,RIO GRANDE DO SUL,January,152
2005,RIO GRANDE DO SUL,February,36
2005,RIO GRANDE DO SUL,March,153
2005,RIO GRANDE DO SUL,April,14
2005,RIO GRANDE DO SUL,May,24
2005,RIO GRANDE DO SUL,June,50
2005,RIO GRANDE DO SUL,July,47
2005,RIO GRANDE DO SUL,August,120
2005,RIO GRANDE DO SUL,September,189
2005,RIO GRANDE DO SUL,October,83
2005,RIO GRANDE DO SUL,November,227
2005,RIO GRANDE DO SUL,December,35
2006,RIO GRANDE DO SUL,January,46
2006,RIO GRANDE DO SUL,February,34
2006,RIO GRANDE DO SUL,March,76
2006,RIO GRANDE DO SUL,April,59
2006,RIO GRANDE DO SUL,May,24
2006,RIO GRANDE DO SUL,June,7
2006,RIO GRANDE DO SUL,July,45
2006,RIO GRANDE DO SUL,August,642
2006,RIO GRANDE DO SUL,September,444
2006,RIO GRANDE DO SUL,October,160
2006,RIO GRANDE DO SUL,November,27
2006,RIO GRANDE DO SUL,December,15
2007,RIO GRANDE DO SUL,January,37
2007,RIO GRANDE DO SUL,February,24
2007,RIO GRANDE DO SUL,March,8
2007,RIO GRANDE DO SUL,April,4
2007,RIO GRANDE DO SUL,May,3
2007,RIO GRANDE DO SUL,June,10
2007,RIO GRANDE DO SUL,July,7
2007,RIO GRANDE DO SUL,August,258
2007,RIO GRANDE DO SUL,September,573
2007,RIO GRANDE DO SUL,October,21
2007,RIO GRANDE DO SUL,November,13
2007,RIO GRANDE DO SUL,December,25
2008,RIO GRANDE DO SUL,January,42
2008,RIO GRANDE DO SUL,February,30
2008,RIO GRANDE DO SUL,March,38
2008,RIO GRANDE DO SUL,April,110
2008,RIO GRANDE DO SUL,May,20
2008,RIO GRANDE DO SUL,June,16
2008,RIO GRANDE DO SUL,July,25
2008,RIO GRANDE DO SUL,August,56
2008,RIO GRANDE DO SUL,September,97
2008,RIO GRANDE DO SUL,October,135
2008,RIO GRANDE DO SUL,November,14
2008,RIO GRANDE DO SUL,December,32
2009,RIO GRANDE DO SUL,January,65
2009,RIO GRANDE DO SUL,February,15
2009,RIO GRANDE DO SUL,March,41
2009,RIO GRANDE DO SUL,April,145
2009,RIO GRANDE DO SUL,May,177
2009,RIO GRANDE DO SUL,June,30
2009,RIO GRANDE DO SUL,July,47
2009,RIO GRANDE DO SUL,August,1057
2009,RIO GRANDE DO SUL,September,39
2009,RIO GRANDE DO SUL,October,148
2009,RIO GRANDE DO SUL,November,4
2009,RIO GRANDE DO SUL,December,15
2010,RIO GRANDE DO SUL,January,22
2010,RIO GRANDE DO SUL,February,23
2010,RIO GRANDE DO SUL,March,21
2010,RIO GRANDE DO SUL,April,72
2010,RIO GRANDE DO SUL,May,9
2010,RIO GRANDE DO SUL,June,4
2010,RIO GRANDE DO SUL,July,34
2010,RIO GRANDE DO SUL,August,267
2010,RIO GRANDE DO SUL,September,250
2010,RIO GRANDE DO SUL,October,95
2010,RIO GRANDE DO SUL,November,90
2010,RIO GRANDE DO SUL,December,103
2011,RIO GRANDE DO SUL,January,33
2011,RIO GRANDE DO SUL,February,26
2011,RIO GRANDE DO SUL,March,31
2011,RIO GRANDE DO SUL,April,41
2011,RIO GRANDE DO SUL,May,20
2011,RIO GRANDE DO SUL,June,12
2011,RIO GRANDE DO SUL,July,45
2011,RIO GRANDE DO SUL,August,116
2011,RIO GRANDE DO SUL,September,449
2011,RIO GRANDE DO SUL,October,74
2011,RIO GRANDE DO SUL,November,117
2011,RIO GRANDE DO SUL,December,69
2012,RIO GRANDE DO SUL,January,61
2012,RIO GRANDE DO SUL,February,39
2012,RIO GRANDE DO SUL,March,50
2012,RIO GRANDE DO SUL,April,41
2012,RIO GRANDE DO SUL,May,112
2012,RIO GRANDE DO SUL,June,86
2012,RIO GRANDE DO SUL,July,134
2012,RIO GRANDE DO SUL,August,410
2012,RIO GRANDE DO SUL,September,113
2012,RIO GRANDE DO SUL,October,91
2012,RIO GRANDE DO SUL,November,74
2012,RIO GRANDE DO SUL,December,38
2013,RIO GRANDE DO SUL,January,22
2013,RIO GRANDE DO SUL,February,43
2013,RIO GRANDE DO SUL,March,44
2013,RIO GRANDE DO SUL,April,47
2013,RIO GRANDE DO SUL,May,14
2013,RIO GRANDE DO SUL,June,10
2013,RIO GRANDE DO SUL,July,42
2013,RIO GRANDE DO SUL,August,156
2013,RIO GRANDE DO SUL,September,290
2013,RIO GRANDE DO SUL,October,104
2013,RIO GRANDE DO SUL,November,110
2013,RIO GRANDE DO SUL,December,62
2014,RIO GRANDE DO SUL,January,53
2014,RIO GRANDE DO SUL,February,37
2014,RIO GRANDE DO SUL,March,58
2014,RIO GRANDE DO SUL,April,60
2014,RIO GRANDE DO SUL,May,63
2014,RIO GRANDE DO SUL,June,62
2014,RIO GRANDE DO SUL,July,209
2014,RIO GRANDE DO SUL,August,1168
2014,RIO GRANDE DO SUL,September,224
2014,RIO GRANDE DO SUL,October,110
2014,RIO GRANDE DO SUL,November,68
2014,RIO GRANDE DO SUL,December,31
2015,RIO GRANDE DO SUL,January,51
2015,RIO GRANDE DO SUL,February,41
2015,RIO GRANDE DO SUL,March,108
2015,RIO GRANDE DO SUL,April,175
2015,RIO GRANDE DO SUL,May,169
2015,RIO GRANDE DO SUL,June,68
2015,RIO GRANDE DO SUL,July,60
2015,RIO GRANDE DO SUL,August,414
2015,RIO GRANDE DO SUL,September,222
2015,RIO GRANDE DO SUL,October,70
2015,RIO GRANDE DO SUL,November,30
2015,RIO GRANDE DO SUL,December,42
2016,RIO GRANDE DO SUL,January,68
2016,RIO GRANDE DO SUL,February,55
2016,RIO GRANDE DO SUL,March,30
2016,RIO GRANDE DO SUL,April,32
2016,RIO GRANDE DO SUL,May,37
2016,RIO GRANDE DO SUL,June,261
2016,RIO GRANDE DO SUL,July,865
2016,RIO GRANDE DO SUL,August,1111
2016,RIO GRANDE DO SUL,September,628
2016,RIO GRANDE DO SUL,October,93
2016,RIO GRANDE DO SUL,November,105
2016,RIO GRANDE DO SUL,December,79
2017,RIO GRANDE DO SUL,January,28
2017,RIO GRANDE DO SUL,February,31
2017,RIO GRANDE DO SUL,March,34
2017,RIO GRANDE DO SUL,April,51
2017,RIO GRANDE DO SUL,May,43
2017,RIO GRANDE DO SUL,June,103
2017,RIO GRANDE DO SUL,July,885
2017,RIO GRANDE DO SUL,August,819
2017,RIO GRANDE DO SUL,September,343
2017,RIO GRANDE DO SUL,October,101
2017,RIO GRANDE DO SUL,November,137
1998,RONDÔNIA,January,0
1998,RONDÔNIA,February,0
1998,RONDÔNIA,March,0
1998,RONDÔNIA,April,0
1998,RONDÔNIA,May,0
1998,RONDÔNIA,June,26
1998,RONDÔNIA,July,365
1998,RONDÔNIA,August,2254
1998,RONDÔNIA,September,3753
1998,RONDÔNIA,October,483
1998,RONDÔNIA,November,3
1998,RONDÔNIA,December,33
1999,RONDÔNIA,January,1
1999,RONDÔNIA,February,1
1999,RONDÔNIA,March,8
1999,RONDÔNIA,April,3
1999,RONDÔNIA,May,3
1999,RONDÔNIA,June,10
1999,RONDÔNIA,July,135
1999,RONDÔNIA,August,1976
1999,RONDÔNIA,September,3062
1999,RONDÔNIA,October,1884
1999,RONDÔNIA,November,41
1999,RONDÔNIA,December,0
2000,RONDÔNIA,January,0
2000,RONDÔNIA,February,6
2000,RONDÔNIA,March,9
2000,RONDÔNIA,April,0
2000,RONDÔNIA,May,13
2000,RONDÔNIA,June,54
2000,RONDÔNIA,July,117
2000,RONDÔNIA,August,2197
2000,RONDÔNIA,September,2438
2000,RONDÔNIA,October,644
2000,RONDÔNIA,November,13
2000,RONDÔNIA,December,7
2001,RONDÔNIA,January,0
2001,RONDÔNIA,February,2
2001,RONDÔNIA,March,0
2001,RONDÔNIA,April,0
2001,RONDÔNIA,May,5
2001,RONDÔNIA,June,31
2001,RONDÔNIA,July,74
2001,RONDÔNIA,August,2132
2001,RONDÔNIA,September,1927
2001,RONDÔNIA,October,796
2001,RONDÔNIA,November,91
2001,RONDÔNIA,December,1
2002,RONDÔNIA,January,6
2002,RONDÔNIA,February,8
2002,RONDÔNIA,March,1
2002,RONDÔNIA,April,3
2002,RONDÔNIA,May,10
2002,RONDÔNIA,June,141
2002,RONDÔNIA,July,539
2002,RONDÔNIA,August,3465
2002,RONDÔNIA,September,7067
2002,RONDÔNIA,October,3554
2002,RONDÔNIA,November,639
2002,RONDÔNIA,December,91
2003,RONDÔNIA,January,62
2003,RONDÔNIA,February,10
2003,RONDÔNIA,March,13
2003,RONDÔNIA,April,10
2003,RONDÔNIA,May,21
2003,RONDÔNIA,June,74
2003,RONDÔNIA,July,516
2003,RONDÔNIA,August,7060
2003,RONDÔNIA,September,6890
2003,RONDÔNIA,October,4962
2003,RONDÔNIA,November,526
2003,RONDÔNIA,December,214
2004,RONDÔNIA,January,30
